3,9,9,9,9,9,9,9,9,9,9,9,9,9,4
8,2,2,2,2,2,2,2,2,2,2,2,2,2,10
8,2,2,2,2,2,2,2,2,2,2,2,2,2,10
6,7,7,7,7,7,7,7,7,2,2,2,2,2,10
9,9,9,9,9,9,9,9,4,8,2,2,2,2,10
7,7,7,7,7,7,7,2,10,8,2,2,2,2,10
3,9,9,9,9,9,4,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
6,7,7,7,7,7,5,8,10,6,7,7,7,7,5

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
