3,9,9,9,9,9,4,8,10,3,9,9,9,9,4
8,2,2,2,2,2,10,8,10,8,2,2,2,2,10
8,10,1,1,1,1,1,8,10,1,1,1,1,8,10
8,10,1,3,9,9,9,2,2,9,9,4,1,8,10
8,10,1,8,2,2,2,2,2,2,2,10,1,8,10
8,10,1,8,2,2,2,2,2,2,2,10,1,8,10
8,10,1,8,2,2,2,2,2,2,2,10,1,8,10
8,2,9,2,2,2,2,2,2,2,2,10,1,8,10
8,2,7,2,2,2,2,2,2,2,2,10,1,8,10
8,10,1,8,2,2,2,2,2,2,2,10,1,8,10
8,10,1,8,2,2,2,2,2,2,2,10,1,8,10
8,10,1,6,7,7,7,7,7,7,7,5,1,8,10
8,10,1,1,1,1,1,1,1,1,1,1,1,8,10
8,2,9,9,9,9,9,9,9,9,9,9,9,2,10
6,7,7,7,7,7,7,7,7,7,7,7,7,7,10

0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
